molecule,conformer_id,plane_angle_deg,interplane_distance_A,pi_overlap_pct,centroid_distance_A,slip_stack_A,bridge_dihedral_L_deg,bridge_dihedral_R_deg,energy_kcal_mol,geometry_warnings,rel_energy_kcal_mol,classification,excimer_score
smiles_input,0,8.512271002923708,4.120909432528771,49.28164795732637,4.41395211393326,1.5814799122945877,,,201.33030077833774,,5.198812833232864,weak_excimer,0.5904625296117654
smiles_input,1,4.974328773436594,4.049139343193696,35.973199685504404,4.5595927477235625,2.0962720731084095,,,203.3593179166541,,7.227829971549227,weak_excimer,0.5285543623146025
smiles_input,2,19.146488062572235,3.528320708999317,37.05664065026887,4.75124955902508,3.1820316382120684,,,205.53026347005144,,9.398775524946558,weak_excimer,0.5374487512494412
smiles_input,3,10.694822704711898,4.08628507516458,50.59422189977016,4.327612001405397,1.4249561113224631,,,201.88947613232833,,5.757988187223447,weak_excimer,0.6069940626074761
smiles_input,4,2.067803825841455,4.016854218890121,54.303446187985045,4.407429635696545,1.8139234211511834,,,197.64342567589898,,1.5119377307941022,weak_excimer,0.6466071224053802
smiles_input,5,7.0096407552098485,3.9732360921364926,56.83542893989583,4.506358857374499,2.1261855769385547,,,199.3025898821797,,3.171101937074809,weak_excimer,0.6727035506052519
smiles_input,6,14.042982356829885,4.040912627474598,48.05783212486369,4.598642194995577,2.195116209841764,,,196.13148794510488,,0.0,weak_excimer,0.6031188358805326
smiles_input,7,10.053256358516066,3.4743040680637747,17.065121238609805,5.613942129290199,4.409711722284675,,,205.60981722757808,,9.478329282473197,monomer,0.310506435162986
smiles_input,8,1.0519332252804852,3.766086092701987,40.364544388893954,4.72006772306935,2.8452829125972263,,,205.86367291344715,,9.732184968342267,weak_excimer,0.5824594051358957
smiles_input,9,17.00683518156984,3.943406953953657,49.3560384855286,4.143145155113181,1.2709025815725477,,,201.38482803947073,,5.2533400943658535,weak_excimer,0.6352844924247574
smiles_input,10,5.758231035755457,3.70976480475859,43.97923924677323,4.491886990034226,2.532724585226984,,,203.48780968865532,,7.356321743550438,weak_excimer,0.6571052020965719
smiles_input,11,18.390106265696662,4.017884823613926,55.06421976178143,4.603783048798945,2.247536407843352,,,201.2621631654155,,5.130675220310621,weak_excimer,0.6509141126672071
smiles_input,12,9.314010335149542,4.3440830011036535,75.58914737745093,4.408433882356142,0.7504879576834902,,,196.41570125287305,,0.28421330776816944,weak_excimer,0.6925141339887921
smiles_input,13,11.495201258813795,4.000787422357784,67.10219219603958,4.788466924420584,2.631181386254793,,,200.5357376736468,,4.404249728541913,weak_excimer,0.7083316019264386
smiles_input,14,5.165934723487786,3.999463998078811,49.08247885715933,4.328359218242823,1.6549867824907474,,,205.05908795655523,,8.927600011450352,weak_excimer,0.6196288736232533
smiles_input,15,10.734678810900368,3.7948747569062404,49.522506522946315,4.643421123832114,2.675870944691858,,,201.23534704438242,,5.1038590992775426,weak_excimer,0.6497294759851557
smiles_input,16,12.918717636030488,3.8092289210062042,54.91623670299102,4.22507880898789,1.8278583012718552,,,200.47301600851773,,4.341528063412852,weak_excimer,0.7021901899663952
smiles_input,17,17.138942474148273,3.4346013902214043,47.44217977134431,4.4201800280649,2.7823559748517117,,,204.4480054706629,,8.316517525558027,weak_excimer,0.6459899011378152
smiles_input,18,6.720470082200979,4.004676964477186,30.448280434586223,4.503383554133192,2.059860637476015,,,199.67530314547463,,3.5438152003697496,weak_excimer,0.506520441488221
smiles_input,19,19.750744459990877,3.612861755536946,45.83632751188074,4.9340462020799665,3.360363352323412,,,200.86254104372736,,4.731053098622482,weak_excimer,0.5588658212098327
smiles_input,20,6.051856627213411,3.9951410960699416,53.972662474674465,4.056537315703481,0.7030950264280529,,,198.89042346740317,,2.7589355222982874,weak_excimer,0.6500507008305614
smiles_input,21,4.394299699087207,3.7249359013257326,52.33594283935342,3.8840345012964583,1.1002620316433167,,,200.31186026090705,,4.180372315802174,weak_excimer,0.7077816817046874
smiles_input,22,1.7762193796257328,3.751953487825649,52.8885332033078,3.8466450240746197,0.8482469961225793,,,197.70605506237305,,1.5745671172681739,weak_excimer,0.7043428272634344
smiles_input,23,12.637157525960005,3.9964021738368545,40.660905093802114,4.839978163951613,2.7302304467719374,,,205.23189854244856,,9.100410597343682,weak_excimer,0.5436248375920989
smiles_input,24,14.813744945658135,4.214049143848743,35.442323504854464,4.576372243266217,1.7846491874217598,,,203.4954165208582,,7.363928575753334,weak_excimer,0.4841416550669411
smiles_input,25,21.34196643629409,4.320683246239187,48.38820134642872,4.956535641260891,2.428773733544877,,,204.09065929044806,,7.959171345343179,weak_excimer,0.5284485643373051
smiles_input,26,14.754783386462558,4.027102990260228,54.3128491043232,4.236848994983882,1.316560257691636,,,199.61765336639255,,3.486165421287666,weak_excimer,0.6441013470608823
smiles_input,27,4.7990784663100206,3.881488628388643,51.18616825857886,4.067818504727518,1.2170428978032268,,,198.1447404286729,,2.01325248356801,weak_excimer,0.6617448524543124
smiles_input,28,85.91285228979142,5.516979427226142,15.589193422544106,6.219055018872864,2.8704674405628228,,,205.77079313899657,interplane_distance unreliable at angle 85.9 deg (>60 deg),9.639305193891687,monomer,0.08660481423003819
smiles_input,29,13.87934038491658,4.28744264553623,46.84714830779524,4.665329875312349,1.8393309671506175,,,199.0872907201319,,2.955802775027024,weak_excimer,0.5342222284627138
smiles_input,30,7.8073464124332626,4.012800592015295,55.59682798132278,4.091056849085738,0.7963526550298116,,,204.4827416133844,,8.351253668279526,weak_excimer,0.6553808198841129
