molecule,conformer_id,plane_angle_deg,interplane_distance_A,pi_overlap_pct,centroid_distance_A,slip_stack_A,bridge_dihedral_L_deg,bridge_dihedral_R_deg,energy_kcal_mol,geometry_warnings,rel_energy_kcal_mol,classification,angle_bin,dist_bin,overlap_bin
mol_1709,0,66.49494368025225,5.8957623230916525,0.0,8.821779957298867,6.562300529891397,-117.69151714481801,,-23.891085,interplane_distance unreliable at angle 66.5 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_1710,0,78.71038119698727,7.865390967391,0.0,9.894722197338336,6.003428378233894,-116.91981952219056,,-22.77846,interplane_distance unreliable at angle 78.7 deg (>50 deg),0.0,monomer,60-80,>7.0,0-10%
mol_1711,0,48.38668980429478,1.3278771355083843,0.0,9.038660045742398,8.940588220888715,-118.11170917632613,,-20.216085,,0.0,monomer,40-60,<3.0,0-10%
mol_1712,0,48.7668833808729,8.04457950456232,59.93819404164886,8.911219857432538,3.833351006922777,-118.00107348384502,,-19.834015,,0.0,monomer,40-60,>7.0,50-70%
mol_1713,0,50.367142954493595,6.959823274657574,44.488851097848084,8.669420489571376,5.169111297944235,-117.33198421043119,,-19.124207,interplane_distance unreliable at angle 50.4 deg (>50 deg),0.0,monomer,40-60,5.0-7.0,40-50%
mol_1714,0,76.37797617318323,6.209801188528299,1.65266787651735,7.772521598715568,4.674447689455144,-117.26617786167628,,-18.973141,interplane_distance unreliable at angle 76.4 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_1715,0,36.56546121608028,8.830962691736964,43.84608712742001,11.117538782145083,6.753796451600375,-120.32382537977387,,-18.95517,,0.0,monomer,20-40,>7.0,40-50%
mol_1716,0,56.428100501999666,1.7422861357205888,0.0,10.584375351195742,10.43999236571923,-120.77193478251725,,-18.582287,"interplane_distance unreliable at angle 56.4 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,40-60,<3.0,0-10%
mol_1717,0,23.60297477315795,9.636431655632968,7.892875731629169,10.1213006245492,3.095143175818343,-117.89948082960173,,-17.824356,,0.0,monomer,20-40,>7.0,0-10%
mol_1718,0,63.71630050528894,6.007177904135201,29.55169659418933,6.912560942769329,3.4201333914877976,-117.46033950555982,,-17.622992,interplane_distance unreliable at angle 63.7 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,25-40%
mol_1719,0,48.50898176342357,6.572557587405301,36.6777023185564,9.593075495637466,6.987745289092973,-116.62302950485225,,-17.415503,,0.0,monomer,40-60,5.0-7.0,25-40%
mol_1720,0,45.38179262613625,8.504759842668893,31.7878319031875,9.955817126434173,5.175650169160062,-120.70409436856956,,-17.24979,,0.0,monomer,40-60,>7.0,25-40%
mol_1721,0,71.00059385948582,6.993066636612605,10.908451363403664,7.196551133702865,1.6992254811812573,117.28125184813287,-178.09567005386762,-16.310785,interplane_distance unreliable at angle 71.0 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,10-25%
mol_1722,0,44.99997200306023,4.0995064649893775,36.51888689829599,6.665985829192858,5.256368881510343,117.84788439352889,179.8355769416522,-16.243567,,0.0,weak_excimer,40-60,3.6-4.2,25-40%
mol_1723,0,69.82308927359746,5.695961542749597,27.208875639438055,7.131194907061509,4.290683267967661,117.4696252703466,-179.40574122806206,-11.261212,interplane_distance unreliable at angle 69.8 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,25-40%
mol_1724,0,63.487038583692225,5.850285897948779,0.0,7.860944465361653,5.250581186855572,116.84852798900285,-179.81867600001118,-10.944746,interplane_distance unreliable at angle 63.5 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_1725,0,75.32372858938646,7.012052269024881,9.49154743292258,7.178571767071777,1.5372103276595044,117.1195275514816,-178.3236158364184,-10.735427,interplane_distance unreliable at angle 75.3 deg (>50 deg),0.0,monomer,60-80,>7.0,0-10%
mol_1726,0,89.37776680914743,7.44097851240272,0.0,10.353572941381152,7.199188248022202,116.80703064463073,178.34700244200047,-10.380923,interplane_distance unreliable at angle 89.4 deg (>50 deg),0.0,monomer,80-90,>7.0,0-10%
mol_1727,0,6.58852165485091,3.026300261957146,0.0,8.541047137939234,7.9869263760834865,117.40208195781545,-179.36943761790232,-9.5808182,,0.0,monomer,0-20,3.0-3.6,0-10%
mol_1728,0,74.16104939515733,0.30197500564411245,0.0,7.4778391079910245,7.4717393437516435,117.5864136069281,-179.8332373607782,-8.5923119,"interplane_distance unreliable at angle 74.2 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_1729,0,86.65864172237883,1.444032380076802,6.095526865927336,7.511215618826291,7.371101041078582,117.14938769831916,179.9782676293099,-8.5872231,"interplane_distance unreliable at angle 86.7 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,80-90,<3.0,0-10%
mol_1730,0,49.391562246340776,11.410273057976696,0.0,12.361819564085218,4.756075238829933,117.82936240621021,-179.27357404459136,-7.912344,,0.0,monomer,40-60,>7.0,0-10%
mol_1731,0,57.16919279616905,8.425903967499515,25.26015626023143,8.439280535389258,0.47497187861591056,117.8803786135437,178.50700981932462,-6.5787416,interplane_distance unreliable at angle 57.2 deg (>50 deg),0.0,monomer,40-60,>7.0,25-40%
mol_1732,0,28.859412153989062,8.735883517416703,17.058597069259374,9.35293950196942,3.3409304838064426,117.65660728686684,,-26.157993,,0.0,monomer,20-40,>7.0,10-25%
mol_1733,0,34.46233705869771,1.6144281792019985,0.0,7.924739613072469,7.758551384710841,117.94462581400238,,-25.465631,,0.0,monomer,20-40,<3.0,0-10%
mol_1734,0,31.797252745188484,2.7164182934864014,0.0,8.500545347358605,8.054833508975369,118.22121571638394,,-25.066687,,0.0,monomer,20-40,<3.0,0-10%
mol_1735,0,64.5248724723302,6.451908135983067,0.0,10.800227113468495,8.661280916084843,117.8648273786983,,-24.024992,interplane_distance unreliable at angle 64.5 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_1736,0,70.87208817155975,9.733251156511056,40.65021599993234,11.132688326275913,5.40375529555847,116.90053033867683,,-22.821409,interplane_distance unreliable at angle 70.9 deg (>50 deg),0.0,monomer,60-80,>7.0,40-50%
mol_1737,0,60.22438580306485,6.988201458514502,0.07218013443558656,7.759380598507847,3.372391977175221,118.21378375986497,,-21.915823,interplane_distance unreliable at angle 60.2 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_1738,0,86.26733271280779,2.8044528296056086,0.0,7.587499335255325,7.050190812241687,117.17357891325291,,-20.388741,interplane_distance unreliable at angle 86.3 deg (>50 deg),0.0,monomer,80-90,<3.0,0-10%
mol_1739,0,9.878630711365307,6.826966191447655,50.6474037081978,7.444828892593838,2.969513404723191,117.1413424335175,,-19.846952,,0.0,monomer,0-20,5.0-7.0,50-70%
mol_1740,0,64.18323058012204,8.30882871969109,0.0,10.264722442545633,6.0272624075393075,117.89719542372777,,-19.806393,interplane_distance unreliable at angle 64.2 deg (>50 deg),0.0,monomer,60-80,>7.0,0-10%
mol_1741,0,6.44735373701534,8.450594761917333,42.03169881929878,9.122360439464119,3.4358271431134795,118.31163456079756,,-19.461678,,0.0,monomer,0-20,>7.0,40-50%
mol_1742,0,25.108354156832526,5.8447884333665066,23.356532694062377,7.043193334170233,3.930015332245551,118.04068972104346,,-19.314018,,0.0,monomer,20-40,5.0-7.0,10-25%
mol_1743,0,50.88066197109457,1.5571521390111083,0.0,7.925892675591816,7.771425346805638,118.03329987683264,,-19.083885,"interplane_distance unreliable at angle 50.9 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,40-60,<3.0,0-10%
mol_1744,0,32.719881873778114,5.484613513132997,0.0,8.177307150431615,6.06525900881891,117.66059979076306,,-19.080978,,0.0,monomer,20-40,5.0-7.0,0-10%
mol_1745,0,62.30967563928907,0.23492278158922872,0.0,9.01666911018143,9.013608219197813,117.10280324919843,,-19.049105,"interplane_distance unreliable at angle 62.3 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_1746,0,33.31846944163361,5.5725401550380225,24.361666211511338,7.061849401537815,4.3378005014625565,118.08225620863413,,-18.68854,,0.0,monomer,20-40,5.0-7.0,10-25%
mol_1747,0,84.38322155324124,3.0947587384858073,0.0,7.600089450789378,6.941457196480125,117.12019103491458,,-18.609907,interplane_distance unreliable at angle 84.4 deg (>50 deg),0.0,monomer,80-90,3.0-3.6,0-10%
mol_1748,0,54.30102008630675,5.501138337784702,0.0,11.394019707943286,9.978033979374663,118.30056626728481,,-18.323486,interplane_distance unreliable at angle 54.3 deg (>50 deg),0.0,monomer,40-60,5.0-7.0,0-10%
mol_1749,0,57.14664409729899,5.303453210352924,0.0,10.026405731616888,8.508947992589757,117.39825333502094,,-17.642319,interplane_distance unreliable at angle 57.1 deg (>50 deg),0.0,monomer,40-60,5.0-7.0,0-10%
mol_1750,0,32.066296082414006,6.176409845630151,38.123882878714106,8.031499385077483,5.133901420099819,117.50496510443968,,-17.537165,,0.0,monomer,20-40,5.0-7.0,25-40%
mol_1751,0,66.60609329532281,4.280805864502729,0.0,9.335167416549101,8.295785185589068,117.45922228889518,,-17.427149,interplane_distance unreliable at angle 66.6 deg (>50 deg),0.0,monomer,60-80,4.2-5.0,0-10%
mol_1752,0,59.47757340532975,2.948354839089916,11.812644817502646,7.071818297474844,6.427893727755235,117.97203387568501,,-17.038265,interplane_distance unreliable at angle 59.5 deg (>50 deg),0.0,monomer,40-60,<3.0,10-25%
mol_1753,0,86.43870467548123,2.5326140628856177,20.42712762765905,7.553802011735547,7.116585616780986,116.93641361001114,,-17.024052,interplane_distance unreliable at angle 86.4 deg (>50 deg),0.0,monomer,80-90,<3.0,10-25%
mol_1754,0,87.92340329159845,0.24267475808828695,0.0,9.378617813009548,9.37547764352765,117.55657953103525,,-16.920725,"interplane_distance unreliable at angle 87.9 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,80-90,<3.0,0-10%
mol_1755,0,28.122889086332208,7.74107511206456,0.0,10.589120904730477,7.225319207092147,117.93218167001473,,-16.812666,,0.0,monomer,20-40,>7.0,0-10%
mol_1756,0,53.439375771898476,0.30149546330307825,0.0,8.84045913202476,8.83531652803722,118.20329701218826,,-16.690388,"interplane_distance unreliable at angle 53.4 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,40-60,<3.0,0-10%
mol_1757,0,21.260083267892558,6.322479729301009,6.159829507776145,8.224679430379034,5.260380385968093,116.14848841020222,,-16.676226,,0.0,monomer,20-40,5.0-7.0,0-10%
mol_1758,0,67.18225403608747,7.27782660993838,2.806169321809143,7.639212703544783,2.3218119143618905,117.86254686362786,,-16.207006,interplane_distance unreliable at angle 67.2 deg (>50 deg),0.0,monomer,60-80,>7.0,0-10%
mol_1759,0,54.563242413323785,4.95341709220689,20.58385005162837,8.739563421304291,7.200251933483482,,-115.65850003231517,-27.068077,interplane_distance unreliable at angle 54.6 deg (>50 deg),0.0,monomer,40-60,4.2-5.0,10-25%
mol_1760,0,18.29673638918878,5.91486614739235,0.0,9.67714916517256,7.659084437674777,,117.51883292486691,-24.524349,,0.0,monomer,0-20,5.0-7.0,0-10%
mol_1761,0,84.41063249791155,0.7631305903167555,0.0,9.637374053132937,9.607112487221265,,120.88675088837606,-23.441565,"interplane_distance unreliable at angle 84.4 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,80-90,<3.0,0-10%
mol_1762,0,10.685850081223979,7.071435784825383,24.985309411146677,8.233306721330136,4.216886945199152,,117.27278666102941,-22.910824,,0.0,monomer,0-20,>7.0,10-25%
mol_1763,0,66.88054115974681,4.594685833474294,23.38679405732026,8.638555364469225,7.3152922618765315,,121.15404569059339,-22.895067,interplane_distance unreliable at angle 66.9 deg (>50 deg),0.0,monomer,60-80,4.2-5.0,10-25%
mol_1764,0,75.89316893562079,5.614021618645053,19.066214560551042,5.732924943691484,1.1615462433265344,,113.79019092409719,-22.877895,interplane_distance unreliable at angle 75.9 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,10-25%
mol_1765,0,77.88584427631469,7.890933104745424,60.016610388665725,9.423878643504487,5.151957242052066,,117.45084986483653,-21.580936,interplane_distance unreliable at angle 77.9 deg (>50 deg),0.0,monomer,60-80,>7.0,50-70%
mol_1766,0,72.89200989929293,5.915085697858818,8.626728668857455,5.978741613625729,0.8701221003319303,,116.22642527121081,-21.047243,interplane_distance unreliable at angle 72.9 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_1767,0,85.54002383827881,1.4230411055107501,15.411953774376295,7.342446021933019,7.203226193659806,,122.73645111399155,-20.872505,"interplane_distance unreliable at angle 85.5 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,80-90,<3.0,10-25%
mol_1768,0,59.600342175599074,6.187939251308943,35.52859040393502,9.194776738589143,6.800979862829333,,116.96093733589122,-20.867929,interplane_distance unreliable at angle 59.6 deg (>50 deg),0.0,monomer,40-60,5.0-7.0,25-40%
mol_1769,0,67.59351258151864,1.951177145725412,13.618927218776534,6.702817490801909,6.412540063110625,,116.17677494169811,-20.63471,"interplane_distance unreliable at angle 67.6 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,10-25%
mol_1770,0,18.19276085884767,2.729688424835094,0.0,8.107304603565849,7.633949766557368,,116.21039759521973,-20.496166,,0.0,monomer,0-20,<3.0,0-10%
mol_1771,0,49.92959112444228,1.5208638402727523,0.0,9.93357247179986,9.816457366680241,,120.66235082814072,-19.784296,,0.0,monomer,40-60,<3.0,0-10%
mol_1772,0,63.14183868833799,6.702084530392342,7.312997236752305,7.4911387108369585,3.3465238879284374,,116.94939125242618,-18.845062,interplane_distance unreliable at angle 63.1 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_1773,0,18.68618166730513,6.320033422110946,28.293713541855162,7.35026186251211,3.7528025515473917,,117.35375003191778,-18.414537,,0.0,monomer,0-20,5.0-7.0,25-40%
mol_1774,0,55.6696165777749,6.744677005925007,0.0,8.96366668919589,5.903952286455784,,117.04710922578283,-17.769142,interplane_distance unreliable at angle 55.7 deg (>50 deg),0.0,monomer,40-60,5.0-7.0,0-10%
mol_1775,0,79.49934413652048,6.049761061868886,0.0,10.595030945094026,8.69799240180141,,122.1811155679995,-17.250965,interplane_distance unreliable at angle 79.5 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_1776,0,17.017782317921032,6.86997952021828,21.938332534668042,8.568962039535476,5.121571226370028,,116.88019886007957,-16.56003,,0.0,monomer,0-20,5.0-7.0,10-25%
mol_1777,0,59.68410647774544,6.442477736105258,21.821979356833683,9.073375254832131,6.389101590582834,,116.96943650471088,-16.548687,interplane_distance unreliable at angle 59.7 deg (>50 deg),0.0,monomer,40-60,5.0-7.0,10-25%
mol_1778,0,29.670324684401795,0.5289300714175991,0.0,10.535047478416983,10.521761181097496,,116.38024119080558,-16.402748,,0.0,monomer,20-40,<3.0,0-10%
mol_1779,0,36.62404330243857,8.705615107218476,0.0,9.9757841408583,4.871194394598663,,116.37885394548643,-16.225716,,0.0,monomer,20-40,>7.0,0-10%
mol_1780,0,77.6141918448906,1.0327634689873544,7.322963443924967,7.550396298870676,7.479430719454871,,123.63386905747433,-15.970558,"interplane_distance unreliable at angle 77.6 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_1781,0,17.06933529238371,9.638515099006764,0.1722300744732051,10.686100196633944,4.614299957601224,,116.85501522884385,-15.708123,,0.0,monomer,0-20,>7.0,0-10%
mol_1782,0,70.73486078220303,7.792255711574108,34.624151176626455,9.409877860657916,5.275087892911424,,117.39987795375214,-15.390921,interplane_distance unreliable at angle 70.7 deg (>50 deg),0.0,monomer,60-80,>7.0,25-40%
mol_1783,0,12.964702118867859,6.601924986948623,1.80933784797769,8.358348818097985,5.126068808717204,,116.50419818049446,-15.278388,,0.0,monomer,0-20,5.0-7.0,0-10%
mol_1784,0,9.617748850481668,8.441353807869238,18.73426530312507,9.003159618295124,3.130563687720073,,117.41146903677516,-15.071096,,0.0,monomer,0-20,>7.0,10-25%
mol_1785,0,71.9205019109061,3.80493364125956,1.1879329231478144,9.250511434645114,8.431751999917411,,116.74279622646576,-14.885501,interplane_distance unreliable at angle 71.9 deg (>50 deg),0.0,monomer,60-80,3.6-4.2,0-10%
mol_1786,0,39.21340519188907,7.4678124387572415,29.950367456034506,9.363459040066337,5.648552254741265,,117.60518000770135,-14.779915,,0.0,monomer,20-40,>7.0,25-40%
mol_1787,0,23.096985888015126,8.531272124311707,0.0,10.205820777992331,5.601443893626182,,116.75035304287005,-14.705225,,0.0,monomer,20-40,>7.0,0-10%
mol_1788,0,62.01523555242839,7.637784101635321,33.81297183984076,8.379115195979823,3.445841767160344,,117.96206673726827,-14.581208,interplane_distance unreliable at angle 62.0 deg (>50 deg),0.0,monomer,60-80,>7.0,25-40%
mol_1789,0,78.66400080438636,1.0245762633918918,13.88179032057279,7.084062729465347,7.009578320804606,,116.97222007117666,-14.579798,"interplane_distance unreliable at angle 78.7 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,10-25%
mol_1790,0,37.77863459922702,5.782113286850146,24.45193777569469,8.657736159499203,6.443877818948075,-179.96099746704033,118.04416456393645,-17.368599,,0.0,monomer,20-40,5.0-7.0,10-25%
mol_1791,0,79.63401152513768,6.6188368457207964,0.0,10.516248363484953,8.172054726458258,-65.45023928738068,117.43345664817457,-16.510839,interplane_distance unreliable at angle 79.6 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_1792,0,10.710615640588893,8.492098771619807,4.501364096181153,9.63270219253144,4.546780177560094,-65.87286358509006,116.52188458822661,-14.756131,,0.0,monomer,0-20,>7.0,0-10%
mol_1793,0,61.5469032580558,1.1207878890040228,0.0,6.910300497264934,6.818803961866179,-176.73772654042727,116.60875999831482,-12.731624,"interplane_distance unreliable at angle 61.5 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_1794,0,14.667592210141015,7.743362565527044,0.0,10.780357167088667,7.500429109643956,179.99235290717078,115.89512589207142,-12.598755,,0.0,monomer,0-20,>7.0,0-10%
mol_1795,0,84.88017256983692,4.8195832574503,25.669984054603496,10.681010091863971,9.53182006790963,177.31335576226058,116.0911120449722,-11.724183,interplane_distance unreliable at angle 84.9 deg (>50 deg),0.0,monomer,80-90,4.2-5.0,25-40%
mol_1796,0,47.17657982840756,6.18268200462069,0.00878193029774571,7.981772298493612,5.048082037243402,178.93524652785382,116.52923181943937,-11.279289,,0.0,monomer,40-60,5.0-7.0,0-10%
mol_1797,0,25.106715897459804,6.0579967132131,73.10387048876167,6.085975187880739,0.5828977699385024,-171.9046659474138,115.9065485650598,-10.921146,,0.0,monomer,20-40,5.0-7.0,70-100%
mol_1798,0,64.3471603453425,6.038173332296257,50.73293697370083,9.589357055350478,7.449579286385662,-65.32196146135936,117.24752548770637,-9.5469704,interplane_distance unreliable at angle 64.3 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,50-70%
mol_1799,0,13.604438398050702,6.858763201981049,1.9134247685861048,9.66017522175452,6.802672464123982,179.34290390450246,117.07014307774334,-9.4771338,,0.0,monomer,0-20,5.0-7.0,0-10%
mol_1800,0,73.38658583482571,3.7559673331353722,1.2346220251883488,10.621851933631913,9.935615124008175,179.7155904572512,117.04724278943115,-8.1654987,interplane_distance unreliable at angle 73.4 deg (>50 deg),0.0,monomer,60-80,3.6-4.2,0-10%
mol_1801,0,25.468040509140366,7.568215490580414,8.996262638558425,8.401355520837098,3.647586719413078,179.7693554477698,117.72549138753877,-7.9660788,,0.0,monomer,20-40,>7.0,0-10%
mol_1802,0,22.266059735720354,6.679852811461018,33.97697894442404,8.477762627604054,5.220347266917818,178.91581212256838,117.13560641445348,-7.8473144,,0.0,monomer,20-40,5.0-7.0,25-40%
mol_1803,0,77.16268815208491,0.817604570514212,0.0,7.231948314596834,7.18558273150301,-66.4555760226671,114.83474492950906,-7.554307,"interplane_distance unreliable at angle 77.2 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_1804,0,56.63796945596523,9.197905763409475,22.88341347150986,9.686380288967598,3.0371849910630697,117.786377842999,,-30.740782,interplane_distance unreliable at angle 56.6 deg (>50 deg),0.0,monomer,40-60,>7.0,10-25%
mol_1805,0,65.91504772274317,4.032128154790417,0.2890169588699816,7.636168390789978,6.484829237215613,117.48228465184025,,-28.063673,interplane_distance unreliable at angle 65.9 deg (>50 deg),0.0,monomer,60-80,3.6-4.2,0-10%
mol_1806,0,83.53294880330837,7.4472087158628435,0.0,7.451710753243177,0.2589893673039894,117.33034026153925,,-26.221897,interplane_distance unreliable at angle 83.5 deg (>50 deg),0.0,monomer,80-90,>7.0,0-10%
mol_1807,0,70.48907076132497,1.078202236861046,0.0,9.290182449903769,9.227403203985823,118.15063678898643,,-25.739523,"interplane_distance unreliable at angle 70.5 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_1808,0,44.81264877037033,5.26635979142606,0.0,11.04978998001772,9.714078090573027,117.6438145856031,,-24.549734,,0.0,monomer,40-60,5.0-7.0,0-10%
mol_1809,0,47.096634001048436,9.401310895181597,12.736205402711077,10.06734938923846,3.600955036811735,117.71403049097677,,-24.527487,,0.0,monomer,40-60,>7.0,10-25%
mol_1810,0,10.691625859542528,8.203135341994784,0.0,11.488628122952713,8.043453655514908,117.44225702189905,,-24.444691,,0.0,monomer,0-20,>7.0,0-10%
mol_1811,0,11.811283595625989,2.1955027974345924,0.0,8.053740854255246,7.748710164534282,115.87963507152134,,-24.317589,,0.0,monomer,0-20,<3.0,0-10%
mol_1812,0,74.0575120218636,5.329585003495659,0.0,10.3578990414321,8.881531187977341,116.96444218072081,,-23.845846,interplane_distance unreliable at angle 74.1 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_1813,0,79.59105366108099,0.2683402098662747,0.0,7.311301736011174,7.306375750450351,117.31741958896191,,-23.163507,"interplane_distance unreliable at angle 79.6 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_1814,0,72.6821462495996,5.026301142298779,0.0,10.67158732218408,9.41377038183564,116.96248193166204,,-22.494186,interplane_distance unreliable at angle 72.7 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_1815,0,83.52903562579485,2.7726755094961146,0.0,9.739928035796773,9.336941076259421,117.5364668350162,,-22.222235,interplane_distance unreliable at angle 83.5 deg (>50 deg),0.0,monomer,80-90,<3.0,0-10%
mol_1816,0,87.56197190082507,8.136610013958855,0.0,8.287762341850785,1.5756211840872514,116.96573827114129,,-21.37262,interplane_distance unreliable at angle 87.6 deg (>50 deg),0.0,monomer,80-90,>7.0,0-10%
mol_1817,0,73.08262213819737,6.594559322124974,0.0,10.358425538420402,7.98803899477053,117.55348397859996,,-21.206215,interplane_distance unreliable at angle 73.1 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_1818,0,6.330290697673124,7.960932640493963,35.98144953954336,8.410535850645903,2.7130545126329157,,117.66041141761538,-19.400442,,0.0,monomer,0-20,>7.0,25-40%
mol_1819,0,45.797149966427746,4.348516875373919,0.0,8.330820669958031,7.105840838323655,,116.1289582510416,-11.958447,,0.0,monomer,40-60,4.2-5.0,0-10%
mol_1820,0,17.6373218678378,8.116068573119769,61.153219738901186,8.386908364081485,2.1141577102755704,,117.277574779605,-11.472057,,0.0,monomer,0-20,>7.0,50-70%
mol_1821,0,77.56859206995838,6.628116281823626,0.0,7.9780852660585175,4.440486354795448,,117.20539398633758,-10.755448,interplane_distance unreliable at angle 77.6 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_1822,0,85.43218780255242,7.622064890118373,0.0,8.433934639597345,3.6104543087850867,,116.2795820100658,-9.7491951,interplane_distance unreliable at angle 85.4 deg (>50 deg),0.0,monomer,80-90,>7.0,0-10%
mol_1823,0,8.85956330068962,7.765786285042367,8.129248394141616,8.929850750992426,4.408491557216356,,-117.42906049207852,-31.08287,,0.0,monomer,0-20,>7.0,0-10%
mol_1824,0,71.96346719711525,6.44336160576359,4.741601660838532,6.884754097642123,2.4254752528879076,,-116.17168136619136,-26.144432,interplane_distance unreliable at angle 72.0 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_1825,0,88.44174425900378,8.914614758677285,0.0,9.15731910946102,2.0943106209139817,,-117.6949213752304,-22.134928,interplane_distance unreliable at angle 88.4 deg (>50 deg),0.0,monomer,80-90,>7.0,0-10%
mol_1826,0,64.05411651289526,7.477641465072386,51.66618848499148,9.855171264620418,6.4194453634897535,,-124.83833421424858,-21.890131,interplane_distance unreliable at angle 64.1 deg (>50 deg),0.0,monomer,60-80,>7.0,50-70%
mol_1827,0,27.35025059672245,7.885116856354619,44.72419014390456,9.12423995807322,4.59093530493866,,-116.35792735708468,-21.526527,,0.0,monomer,20-40,>7.0,40-50%
mol_1828,0,23.093806789120286,6.670514709099874,10.042438094803904,8.18819604613861,4.7487669984620435,,-118.05092371775405,-21.158627,,0.0,monomer,20-40,5.0-7.0,10-25%
mol_1829,0,21.34162442069435,8.768017465735959,63.314803782116506,8.853377416274538,1.226442577355021,-117.11736846877325,179.94401710941082,-3.6484334,,0.0,monomer,20-40,>7.0,50-70%
mol_1830,0,40.807412452049064,8.402377635324735,0.9176515135552517,9.266088883396273,3.906463012546606,-118.0281793495054,179.83651438240324,-1.999012,,0.0,monomer,40-60,>7.0,0-10%
mol_1831,0,81.08452135171855,5.852176961873255,51.01263446067398,9.049683667399652,6.902810969954191,-117.82536481907603,-179.5234927550748,-0.060541846,interplane_distance unreliable at angle 81.1 deg (>50 deg),0.0,monomer,80-90,5.0-7.0,50-70%
mol_1832,0,22.067045176191236,9.400821571327226,19.852636573176945,10.580595126102313,4.855259725964076,-117.86094488964683,179.8797619484414,0.16208306,,0.0,monomer,20-40,>7.0,10-25%
mol_1833,0,64.8840269981084,7.475198734585569,22.86499900149347,7.822327890564292,2.304390918648637,-116.94105993784956,179.43535294525725,0.75669408,interplane_distance unreliable at angle 64.9 deg (>50 deg),0.0,monomer,60-80,>7.0,10-25%
mol_1834,0,25.690433733068843,7.931587875436395,3.1101214413260627,8.979969714592585,4.21067332492446,-117.73494862978879,179.932320358316,1.1196561,,0.0,monomer,20-40,>7.0,0-10%
mol_1835,0,38.68973487549446,9.340842311012217,55.37576092829669,9.951125471397694,3.4312626055584725,-117.28909480884792,-179.94095924600245,2.4726114,,0.0,monomer,20-40,>7.0,50-70%
mol_1836,0,49.49295966765942,7.61736029463342,0.0,9.946605725070237,6.396154125077213,-117.90820545518918,-179.94922025896682,3.4544117,,0.0,monomer,40-60,>7.0,0-10%
mol_1837,0,23.464781366269044,8.337004971090092,14.809567146753016,8.82453276185204,2.892529442722943,-117.25416637647703,-179.84956783633353,3.8402557,,0.0,monomer,20-40,>7.0,10-25%
mol_1838,0,29.649912527956552,6.872379843709025,47.70922264679411,7.615247459373859,3.2806080459698252,-122.7514657101706,-179.55674340738872,4.2275748,,0.0,monomer,20-40,5.0-7.0,40-50%
