molecule,conformer_id,plane_angle_deg,interplane_distance_A,pi_overlap_pct,centroid_distance_A,slip_stack_A,bridge_dihedral_L_deg,bridge_dihedral_R_deg,energy_kcal_mol,geometry_warnings,rel_energy_kcal_mol,classification,angle_bin,dist_bin,overlap_bin
mol_0,0,69.80592929249156,1.2427110044613587,0.9225538174933493,7.127347628676463,7.018173094145701,117.88066507312307,39.462040977933036,144.50204,"interplane_distance unreliable at angle 69.8 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_1,0,64.2579675051707,7.446096147272106,0.0,9.662923328113498,6.158550106200282,117.56687655248095,39.927897979813295,146.83623,interplane_distance unreliable at angle 64.3 deg (>50 deg),0.0,monomer,60-80,>7.0,0-10%
mol_2,0,52.50690065800552,7.038256150492869,0.0,11.952471699820084,9.660462209182814,117.93303086133298,39.55872930111074,150.12035,interplane_distance unreliable at angle 52.5 deg (>50 deg),0.0,monomer,40-60,>7.0,0-10%
mol_3,0,28.69622232659838,9.338337141857606,63.70130129453674,10.102955469316887,3.8555373996374005,118.26476742585939,39.67130710162718,145.35172,,0.0,monomer,20-40,>7.0,50-70%
mol_4,0,32.26823506607851,3.9320418439107416,0.0,11.99224100512494,11.32929350236523,117.73953813016327,39.54926279758981,145.86176,,0.0,monomer,20-40,3.6-4.2,0-10%
mol_5,0,87.16173920499064,1.9548743448078012,0.0,10.213900275849571,10.025079807214116,117.21465643998873,39.62650031163283,146.92313,"interplane_distance unreliable at angle 87.2 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,80-90,<3.0,0-10%
mol_6,0,55.82084873951787,5.126868299324385,10.42589823211574,8.610623543187797,6.917951954435842,117.1989944922828,39.48580802170346,148.6441,interplane_distance unreliable at angle 55.8 deg (>50 deg),0.0,monomer,40-60,5.0-7.0,10-25%
mol_7,0,51.470589472050705,8.80376462281616,0.0,12.3638485340326,8.680926162486967,117.80777613624284,39.60772906972545,149.02982,interplane_distance unreliable at angle 51.5 deg (>50 deg),0.0,monomer,40-60,>7.0,0-10%
mol_8,0,37.71429941979172,9.341163136782534,0.0,10.057679047623262,3.7282139258651807,117.72671862397405,39.60249886489751,150.50183,,0.0,monomer,20-40,>7.0,0-10%
mol_9,0,57.625190777513275,4.607721731298429,0.0,11.06626411193046,10.061366797901778,121.7721786045294,39.56507176585436,152.01279,interplane_distance unreliable at angle 57.6 deg (>50 deg),0.0,monomer,40-60,4.2-5.0,0-10%
mol_10,0,34.21145142592508,7.445834954568488,38.59758843114266,8.680702382296031,4.462525706293026,116.66078306518492,39.527218733644915,152.19781,,0.0,monomer,20-40,>7.0,25-40%
mol_11,0,70.12960973203909,2.484163686003437,0.0,8.395202006801265,8.01924856306012,120.64779977167895,39.56233255742042,153.46342,interplane_distance unreliable at angle 70.1 deg (>50 deg),0.0,monomer,60-80,<3.0,0-10%
mol_12,0,56.290950422452994,4.7330558826467675,15.917517117025472,8.948192566937749,7.593966830763932,122.64025827677673,39.54428736975915,153.50148,interplane_distance unreliable at angle 56.3 deg (>50 deg),0.0,monomer,40-60,4.2-5.0,10-25%
mol_13,0,75.19387921443798,7.727313864347844,19.030389320144536,7.837964490382692,1.3123672482798487,117.1509404187991,39.49045662378117,146.22127,interplane_distance unreliable at angle 75.2 deg (>50 deg),0.0,monomer,60-80,>7.0,10-25%
mol_14,0,66.60225254098596,6.972776750722872,0.0,10.285586506855115,7.561327540490399,117.63982419573047,39.740121634797866,150.60036,interplane_distance unreliable at angle 66.6 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_15,0,86.96802675746156,7.0541374066564035,8.826028765986628,7.460398949285486,2.428311744918857,116.77661314913527,40.380568197716364,152.56287,interplane_distance unreliable at angle 87.0 deg (>50 deg),0.0,monomer,80-90,>7.0,0-10%
mol_16,0,60.422618015266586,9.564935141310347,0.0,11.249646069321471,5.921701818525349,118.00302088957531,39.533426709903516,156.32027,interplane_distance unreliable at angle 60.4 deg (>50 deg),0.0,monomer,60-80,>7.0,0-10%
mol_17,0,35.67860703395287,4.146477052812298,0.0,9.020307980606871,8.010785486798474,118.0404202694488,39.53869911457853,157.0923,,0.0,monomer,20-40,3.6-4.2,0-10%
mol_18,0,88.09146692535047,3.079923658384014,5.908986295490748,8.518835929573946,7.942583701386247,123.36831773551573,39.588908583101166,157.27606,interplane_distance unreliable at angle 88.1 deg (>50 deg),0.0,monomer,80-90,3.0-3.6,0-10%
mol_19,0,57.62701198052448,2.4192456393064603,6.757906456158682,7.017106496270381,6.586883490444982,122.59633288934347,39.79897006910468,157.96429,interplane_distance unreliable at angle 57.6 deg (>50 deg),0.0,monomer,40-60,<3.0,0-10%
mol_20,0,68.35482085736635,5.786969110453908,0.0,6.875791220470559,3.713151413846777,122.4186611822517,39.19279329349427,158.30278,interplane_distance unreliable at angle 68.4 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_21,0,81.00822897170863,9.20684334907415,0.0,10.56225550734785,5.176415453584559,117.35389999085245,39.71558490749209,158.72371,interplane_distance unreliable at angle 81.0 deg (>50 deg),0.0,monomer,80-90,>7.0,0-10%
mol_22,0,73.4517467625997,8.153088195729298,6.052964629834367,8.531652015582912,2.5132128814844923,122.18824855450808,38.72560428810309,159.28305,interplane_distance unreliable at angle 73.5 deg (>50 deg),0.0,monomer,60-80,>7.0,0-10%
mol_23,0,36.27691023354638,4.727666810411923,45.041612329455305,5.974830129175222,3.6534588545965,115.3848773718635,39.85569124849518,160.3446,,0.0,monomer,20-40,4.2-5.0,40-50%
mol_24,0,55.30442638479689,5.831222336561673,41.68068066828099,6.902736178320883,3.6938615037768026,122.39829416818395,39.50170341968391,160.414,interplane_distance unreliable at angle 55.3 deg (>50 deg),0.0,monomer,40-60,5.0-7.0,40-50%
mol_25,0,67.73737438578956,2.9461174562032846,0.0,9.45576696439797,8.985094368967655,122.19576032693551,39.526532860203375,151.38152,interplane_distance unreliable at angle 67.7 deg (>50 deg),0.0,monomer,60-80,<3.0,0-10%
mol_26,0,72.57655037153738,0.30234275005086036,0.06569813606321806,7.948746354614669,7.942994238414861,117.49365608793073,39.81019992724463,155.0813,"interplane_distance unreliable at angle 72.6 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_27,0,12.829017747716753,1.0427781855846385,0.0,9.020082190867221,8.959603584180988,118.23431138550598,39.53435053233831,155.24564,,0.0,monomer,0-20,<3.0,0-10%
mol_28,0,85.05956045349414,0.9592271930687662,0.0,8.302196217417412,8.24659597801283,117.58701028346879,39.746884867088625,155.92992,"interplane_distance unreliable at angle 85.1 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,80-90,<3.0,0-10%
mol_29,0,79.78464501284188,5.503907743901894,0.0,8.489837192049091,6.464080374973441,125.23424330899394,39.509065437325255,156.02905,interplane_distance unreliable at angle 79.8 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_30,0,79.78618049210814,7.108696065464908,24.474862952468524,7.34732885016725,1.857331817781552,122.64644777083883,39.57967045239644,157.03383,interplane_distance unreliable at angle 79.8 deg (>50 deg),0.0,monomer,60-80,>7.0,10-25%
mol_31,0,82.85166740397915,8.287930271051856,8.879372465632384,8.501917815851904,1.895473125550008,116.42807148070654,39.60723273452123,157.87437,interplane_distance unreliable at angle 82.9 deg (>50 deg),0.0,monomer,80-90,>7.0,0-10%
mol_32,0,74.35078687804864,5.92266997054401,0.0,7.651416186073006,4.844187245814949,117.7950208278465,39.49207343637095,157.90106,interplane_distance unreliable at angle 74.4 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_33,0,12.895167447586335,0.5084154390067509,0.0,8.912568945595877,8.898055908533031,117.85928223749534,39.490085404997906,158.22086,,0.0,monomer,0-20,<3.0,0-10%
mol_34,0,38.24553821312326,8.494178385016868,3.3551399099421206,10.839443454924242,6.733681606373456,117.72029608667623,39.42508213692972,158.52516,,0.0,monomer,20-40,>7.0,0-10%
mol_35,0,85.15850892881625,1.1159298528549175,8.05807668746298,7.565189061252863,7.482431830361516,118.16889419799001,39.714226149892745,158.64294,"interplane_distance unreliable at angle 85.2 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,80-90,<3.0,0-10%
mol_36,0,43.20082965926512,4.654697862610764,0.0,10.8020991576869,9.747775849921194,121.95576403793696,39.671885393473865,158.7963,,0.0,monomer,40-60,4.2-5.0,0-10%
mol_37,0,67.65292327992776,8.479427719023203,0.0,11.852255728552265,8.28101874245319,121.13406791447471,39.660426480469475,159.01843,interplane_distance unreliable at angle 67.7 deg (>50 deg),0.0,monomer,60-80,>7.0,0-10%
mol_38,0,86.48150144272923,1.5920250300806922,7.887295130706097,7.70264687834643,7.536327038823128,116.2172887402401,39.6286676158695,159.20694,"interplane_distance unreliable at angle 86.5 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,80-90,<3.0,0-10%
mol_39,0,6.453871148492811,1.2660331809144725,0.0,8.608557734893807,8.51495309792271,124.10014534649981,39.59829268823413,159.28702,,0.0,monomer,0-20,<3.0,0-10%
mol_40,0,59.965005251826284,10.043269152151975,29.439866791769646,11.2146081235592,4.990008026289394,117.08027704153847,39.239153722527774,159.76649,interplane_distance unreliable at angle 60.0 deg (>50 deg),0.0,monomer,40-60,>7.0,25-40%
mol_41,0,23.583418756879624,10.051903602070292,13.3805349035374,10.691645366944229,3.6428717555228696,118.06807452757792,39.64558017822774,159.79768,,0.0,monomer,20-40,>7.0,10-25%
mol_42,0,49.15662583598115,7.8301996346506675,4.921425974689322,9.950212503886537,6.1396011722274375,117.4763386170825,39.58941790619759,160.02678,,0.0,monomer,40-60,>7.0,0-10%
mol_43,0,87.91700954102443,8.55155918646626,0.0,8.840983337983396,2.243618029626375,121.85955554808865,39.68761234660753,160.8391,interplane_distance unreliable at angle 87.9 deg (>50 deg),0.0,monomer,80-90,>7.0,0-10%
mol_44,0,26.317009224662442,7.558401804212528,7.342474529879797,8.3335945122738,3.5098945370305388,117.79390386855655,39.50298451188634,160.88263,,0.0,monomer,20-40,>7.0,0-10%
mol_45,0,27.9473555263845,8.470975479968882,46.410397998361205,9.079317378663443,3.2675034017221747,117.18568691860992,39.76865062480104,152.13332,,0.0,monomer,20-40,>7.0,40-50%
mol_46,0,21.156606903618588,8.686477850550927,51.95040369037528,9.144796221895817,2.8587410676534106,117.25007029358119,39.670211955764486,154.05054,,0.0,monomer,20-40,>7.0,50-70%
mol_47,0,20.956454466926278,8.264969451231279,59.93875288344468,8.944116492560907,3.4186985539403367,117.18227394007793,39.685261768417284,155.40781,,0.0,monomer,20-40,>7.0,50-70%
mol_48,0,29.48222807581942,8.688546141014678,59.025010882140975,8.928920798310399,2.057861165861044,121.04159146000684,39.90615542735282,156.99342,,0.0,monomer,20-40,>7.0,50-70%
mol_49,0,59.53303892127031,6.767251684050111,52.73889995794285,8.982101585236052,5.906136938153478,120.49301393080998,39.75406111413362,159.34227,interplane_distance unreliable at angle 59.5 deg (>50 deg),0.0,monomer,40-60,5.0-7.0,50-70%
mol_50,0,24.784101800283008,8.532029622278358,51.86456184042534,8.871212818155136,2.429585847333786,117.31160273799372,39.633935892447276,160.93285,,0.0,monomer,20-40,>7.0,50-70%
mol_51,0,57.18330767010541,7.333573543109956,0.0,9.294298021636706,5.709875200282199,116.66609026991625,39.752989607035204,153.80522,interplane_distance unreliable at angle 57.2 deg (>50 deg),0.0,monomer,40-60,>7.0,0-10%
mol_52,0,66.92891110963312,9.04116253883027,11.466907420022416,10.015359245803419,4.308688984941037,117.57507355778604,39.60516859384284,154.31935,interplane_distance unreliable at angle 66.9 deg (>50 deg),0.0,monomer,60-80,>7.0,10-25%
mol_53,0,59.50680184656315,6.782866417521277,0.0,9.223544517158249,6.250319721587216,116.67915848537405,39.481069154651166,154.49371,interplane_distance unreliable at angle 59.5 deg (>50 deg),0.0,monomer,40-60,5.0-7.0,0-10%
mol_54,0,59.45489152609896,7.622531690998832,37.85956154943587,10.375209430536811,7.038606491857495,117.19225869943278,39.36713815344151,159.93721,interplane_distance unreliable at angle 59.5 deg (>50 deg),0.0,monomer,40-60,>7.0,25-40%
mol_55,0,66.79950200767114,7.539161174038121,7.879917128949823,7.989982966346049,2.6459169666442977,117.32351793046607,39.471136829849016,160.68605,interplane_distance unreliable at angle 66.8 deg (>50 deg),0.0,monomer,60-80,>7.0,0-10%
mol_56,0,59.289788675472465,5.964481068368363,30.260903716514974,6.975851549631772,3.6176609055542217,122.63927195885125,40.02712471907753,154.5119,interplane_distance unreliable at angle 59.3 deg (>50 deg),0.0,monomer,40-60,5.0-7.0,25-40%
mol_57,0,26.208839134197518,8.851421376115473,55.84679393944982,9.882366364135667,4.394713253153849,116.9315225108857,39.606968762239966,156.84686,,0.0,monomer,20-40,>7.0,50-70%
mol_58,0,54.85077588716447,5.609675717535318,50.534909387828385,6.934267291682662,4.076223891862986,114.86129856842265,39.65757745140905,158.4277,interplane_distance unreliable at angle 54.9 deg (>50 deg),0.0,monomer,40-60,5.0-7.0,50-70%
mol_59,0,70.73457876124041,2.3984280864695156,0.0,9.684024339601796,9.382316884652436,116.47637697118311,39.54306469441652,159.69147,interplane_distance unreliable at angle 70.7 deg (>50 deg),0.0,monomer,60-80,<3.0,0-10%
mol_60,0,49.40879887603258,1.8070802185867727,0.0,7.69536451719475,7.480180220829734,118.69309386237472,39.37952316108868,161.56819,,0.0,monomer,40-60,<3.0,0-10%
mol_61,0,69.21582342460519,1.3886500471324141,0.0,9.268143944312689,9.163522424215435,118.18431496473988,39.50308130464726,155.43738,"interplane_distance unreliable at angle 69.2 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_62,0,81.46463592554262,7.391974764487647,0.0,7.735049013419373,2.278089620971447,117.56206481594292,39.66586517330054,158.19057,interplane_distance unreliable at angle 81.5 deg (>50 deg),0.0,monomer,80-90,>7.0,0-10%
mol_63,0,32.17578294977249,4.279520249612942,0.0,7.60130455546941,6.2821602477295,117.17753835871066,39.57777447056826,159.50644,,0.0,monomer,20-40,4.2-5.0,0-10%
mol_64,0,9.062516338654202,5.9392320876976195,0.0,11.030665399920352,9.295219275168446,117.72948312086754,39.7877739608786,160.09543,,0.0,monomer,0-20,5.0-7.0,0-10%
mol_65,0,66.98717150448826,4.444735663960839,18.933313618036273,8.743392858324508,7.529358774325647,120.20036122133725,39.56300078353231,161.20158,interplane_distance unreliable at angle 67.0 deg (>50 deg),0.0,monomer,60-80,4.2-5.0,10-25%
mol_66,0,45.43456827264297,5.193219186165405,10.671928665395612,8.899690146291611,7.227375677550152,117.47579148624818,39.49240976027505,162.18813,,0.0,monomer,40-60,5.0-7.0,10-25%
mol_67,0,66.05311683255718,7.216557982617773,19.177324766042084,8.098595158112301,3.675395817937941,117.713443304181,39.63282918856511,163.19571,interplane_distance unreliable at angle 66.1 deg (>50 deg),0.0,monomer,60-80,>7.0,10-25%
mol_68,0,9.160210675643413,4.660092870480259,77.89543692804344,4.745047477633918,0.8938735948102872,124.78540489452024,40.23561714958695,164.76688,,0.0,monomer,0-20,4.2-5.0,70-100%
mol_69,0,89.37260117243544,0.48567019895869373,7.325508241946529,7.89195960582668,7.877001388716611,117.43447409016179,39.644080353674326,155.80411,"interplane_distance unreliable at angle 89.4 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,80-90,<3.0,0-10%
mol_70,0,78.77687407116457,6.562868875194285,20.324407176861875,6.750211466502364,1.5792741907300634,117.93779391563334,39.983045641818514,156.18434,interplane_distance unreliable at angle 78.8 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,10-25%
mol_71,0,78.89236429741669,3.4850934285574926,0.0,6.856429178880213,5.904637573909628,122.49556079644054,39.63671524847696,157.28841,interplane_distance unreliable at angle 78.9 deg (>50 deg),0.0,monomer,60-80,3.0-3.6,0-10%
mol_72,0,68.51084289155112,2.870654266057871,24.61399160256961,6.74403708323138,6.102571610785386,117.2696640591699,39.39111913715026,157.69756,interplane_distance unreliable at angle 68.5 deg (>50 deg),0.0,monomer,60-80,<3.0,10-25%
mol_73,0,81.47762365403148,3.466595106480728,0.0,11.212998741862055,10.66367943782651,116.86349718279072,39.59583055258936,159.55885,interplane_distance unreliable at angle 81.5 deg (>50 deg),0.0,monomer,80-90,3.0-3.6,0-10%
mol_74,0,83.2468256277034,9.62995263618507,0.0,10.024844033824166,2.7859486943108287,117.00964404561556,39.95745120396168,159.60358,interplane_distance unreliable at angle 83.2 deg (>50 deg),0.0,monomer,80-90,>7.0,0-10%
mol_75,0,78.08994210112407,8.904304944040318,3.683533589726645,9.75832824578575,3.9922830080092213,117.61495228455448,39.63792337352672,160.91255,interplane_distance unreliable at angle 78.1 deg (>50 deg),0.0,monomer,60-80,>7.0,0-10%
mol_76,0,69.56625767291096,9.87417147904265,0.0,10.232015334844842,2.6823264929834174,118.19231125294033,39.85867681689874,163.47075,interplane_distance unreliable at angle 69.6 deg (>50 deg),0.0,monomer,60-80,>7.0,0-10%
mol_77,0,86.9626259759505,0.9608083682987478,13.450852018642776,7.383388897552397,7.320606456565406,121.7657914630425,39.317339411561186,164.72714,"interplane_distance unreliable at angle 87.0 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,80-90,<3.0,10-25%
mol_78,0,54.82923147596816,7.684274077631286,14.157218939238172,10.475218990312325,7.119139329641178,117.22764317062038,39.360335064940564,165.26088,interplane_distance unreliable at angle 54.8 deg (>50 deg),0.0,monomer,40-60,>7.0,10-25%
mol_79,0,68.28401990736506,6.402671663056371,0.0,7.848588865203731,4.5393989415004,117.59701201922297,39.59319673458882,165.67729,interplane_distance unreliable at angle 68.3 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_80,0,79.13159299391194,3.629742821560959,22.89180888167075,7.7659726123004065,6.865515105534812,117.95984527942545,40.13804088297064,156.01703,interplane_distance unreliable at angle 79.1 deg (>50 deg),0.0,monomer,60-80,3.6-4.2,10-25%
mol_81,0,35.388945505652565,4.5221490213091995,0.0,8.102735194673462,6.723428133331407,117.93490167739034,39.48965458093932,157.29175,,0.0,monomer,20-40,4.2-5.0,0-10%
mol_82,0,54.39918288882098,4.101597473681544,0.0,9.05838999629625,8.076591328579724,117.64889868930335,39.5786159328994,158.14584,interplane_distance unreliable at angle 54.4 deg (>50 deg),0.0,monomer,40-60,3.6-4.2,0-10%
mol_83,0,46.98321431266695,8.740896741076565,0.0,11.773864401291531,7.888003999861884,117.83553631628403,39.77038686129151,158.26132,,0.0,monomer,40-60,>7.0,0-10%
mol_84,0,72.08674148239344,1.4580141601471608,0.0,7.840126404912104,7.703361393171838,122.55127412520633,39.650729424514374,159.27232,"interplane_distance unreliable at angle 72.1 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_85,0,88.59734425490075,0.5259693434661645,0.0,7.98114189793666,7.963791951371769,122.17467830822466,39.60730305375275,161.93228,"interplane_distance unreliable at angle 88.6 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,80-90,<3.0,0-10%
mol_86,0,66.09927266178374,8.846726078193464,71.0037434477471,11.12070526473029,6.73836206228277,118.02825195086857,39.63586564910683,162.14633,interplane_distance unreliable at angle 66.1 deg (>50 deg),0.0,monomer,60-80,>7.0,70-100%
mol_87,0,56.1812365622123,5.848844666666737,65.406236181955,7.35663677827715,4.462187888547958,117.611318569301,39.53798290963693,162.7724,interplane_distance unreliable at angle 56.2 deg (>50 deg),0.0,monomer,40-60,5.0-7.0,50-70%
mol_88,0,51.38342254252668,4.622387285700601,0.0,8.948836734738208,7.662585378708248,121.34976823791894,39.621083075036196,163.72359,interplane_distance unreliable at angle 51.4 deg (>50 deg),0.0,monomer,40-60,4.2-5.0,0-10%
mol_89,0,72.95223927033436,9.380391126844614,60.88143738825897,11.496061418264084,6.6458777027503935,117.89123966043071,39.664697293926075,163.7489,interplane_distance unreliable at angle 73.0 deg (>50 deg),0.0,monomer,60-80,>7.0,50-70%
mol_90,0,78.52147138215422,6.355768292232375,2.448327507140979,9.79207197188113,7.449086045814854,120.40679335110717,39.57293105705616,163.88362,interplane_distance unreliable at angle 78.5 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_91,0,64.28052023657752,1.844779156040277,14.79506975750394,7.640039066654045,7.413972403876301,117.47049416530558,39.579285166694184,164.6472,"interplane_distance unreliable at angle 64.3 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,10-25%
mol_92,0,78.29706362056565,2.3191613798377677,0.0,7.771684406549199,7.417585119785884,117.39917404153742,39.500624956091166,164.99588,interplane_distance unreliable at angle 78.3 deg (>50 deg),0.0,monomer,60-80,<3.0,0-10%
mol_93,0,77.8252842412394,4.682986603142927,2.2189593569922645,7.827182867098481,6.271716520202732,121.41490585936013,39.58989018905516,165.15695,interplane_distance unreliable at angle 77.8 deg (>50 deg),0.0,monomer,60-80,4.2-5.0,0-10%
mol_94,0,80.18308975325711,3.8704335445808584,0.0,9.9255836076525,9.139855257578386,117.47659048104755,39.613650507672276,165.35849,interplane_distance unreliable at angle 80.2 deg (>50 deg),0.0,monomer,80-90,3.6-4.2,0-10%
mol_95,0,52.023013462738895,8.228222317947296,0.0,8.99088549073449,3.623862496554474,117.63506285258967,39.64349169617954,156.53842,interplane_distance unreliable at angle 52.0 deg (>50 deg),0.0,monomer,40-60,>7.0,0-10%
mol_96,0,56.365985037990384,8.258203613591775,0.0,9.005296596031693,3.5913005804248335,117.95297895791784,39.829186558957225,166.48161,interplane_distance unreliable at angle 56.4 deg (>50 deg),0.0,monomer,40-60,>7.0,0-10%
mol_97,0,76.68523511769827,5.680492043246132,0.0,10.626173497666034,8.980399398084554,116.97258725129477,39.6178701633,159.18381,interplane_distance unreliable at angle 76.7 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_98,0,45.08886197875382,3.5896384747400045,0.028980104621677723,7.9694773119069735,7.115269794299177,117.7378812186631,39.431295324158405,162.51068,,0.0,monomer,40-60,3.0-3.6,0-10%
mol_99,0,87.39539665007189,6.909701801932931,0.5851635197765592,8.779257037187143,5.415844821758172,117.09313868589365,39.52153386867348,162.85333,interplane_distance unreliable at angle 87.4 deg (>50 deg),0.0,monomer,80-90,5.0-7.0,0-10%
mol_100,0,87.93819876219044,6.86647514168517,0.1664580496282799,8.74118020449756,5.409228271770347,117.09037709281445,39.55096870141477,163.02875,interplane_distance unreliable at angle 87.9 deg (>50 deg),0.0,monomer,80-90,5.0-7.0,0-10%
mol_101,0,80.37871944037704,6.9864382122398405,0.0,9.083808176502847,5.80562245534921,121.29412592215327,39.49254238620201,164.59587,interplane_distance unreliable at angle 80.4 deg (>50 deg),0.0,monomer,80-90,5.0-7.0,0-10%
mol_102,0,31.007869849536753,5.939574971348331,21.65393140036708,8.007876136810559,5.3709896092091345,117.31835015416873,39.627517709447396,166.2426,,0.0,monomer,20-40,5.0-7.0,10-25%
mol_103,0,60.34067418298709,7.396767292975507,0.0,11.735354116621279,9.11078316370595,121.5448704884092,39.610209608538234,166.51952,interplane_distance unreliable at angle 60.3 deg (>50 deg),0.0,monomer,60-80,>7.0,0-10%
mol_104,0,37.37496727517689,4.915288527203025,4.264205671305249,7.333441460187705,5.442361835117757,117.35480424051812,39.72830834379882,166.66478,,0.0,monomer,20-40,4.2-5.0,0-10%
mol_105,0,38.96074853555493,9.967959503389912,5.4199163797667405,11.135020674992031,4.962707806357206,118.22588315143634,39.522538690521266,166.94907,,0.0,monomer,20-40,>7.0,0-10%
mol_106,0,46.503006084182374,5.032524886558461,12.351560448358713,8.512138884851446,6.865143965072383,125.30677218275002,39.933201633810945,159.30692,,0.0,monomer,40-60,5.0-7.0,10-25%
mol_107,0,58.76283441791689,10.381036814199122,0.0,10.637615976571068,2.3222722336630928,118.05667888514479,39.651574747043185,160.18312,interplane_distance unreliable at angle 58.8 deg (>50 deg),0.0,monomer,40-60,>7.0,0-10%
mol_108,0,40.97517856857998,2.483374773748621,0.0,8.615556871439015,8.249889086412555,122.92365478917866,39.61162883462326,159.47546,,0.0,monomer,40-60,<3.0,0-10%
mol_109,0,33.5265311452217,5.294165575429222,0.0,8.09766190591457,6.127310927514628,118.02737357902252,39.691263915004136,161.10555,,0.0,monomer,20-40,5.0-7.0,0-10%
mol_110,0,43.36944086290235,2.674531888518269,0.0,9.563775645894252,9.182193843646457,118.30168695427082,39.58397446303768,162.43446,,0.0,monomer,40-60,<3.0,0-10%
mol_111,0,79.71115184568947,3.2239721539646604,0.0,9.321794613833754,8.746534077733903,121.2470538726657,39.60250607803941,165.40695,interplane_distance unreliable at angle 79.7 deg (>50 deg),0.0,monomer,60-80,3.0-3.6,0-10%
mol_112,0,63.46675285593287,9.739254082656702,18.689603481294263,10.579385602316423,4.131625544014701,117.65395100555891,39.80836148475184,166.99059,interplane_distance unreliable at angle 63.5 deg (>50 deg),0.0,monomer,60-80,>7.0,10-25%
mol_113,0,68.00265734336229,3.5131666211491,6.907722946435631,7.683256885917586,6.833015195873913,116.50821950883721,39.562162411098036,168.41986,interplane_distance unreliable at angle 68.0 deg (>50 deg),0.0,monomer,60-80,3.0-3.6,0-10%
mol_114,0,67.41974845223231,6.633099570061265,0.0,11.421402639890601,9.29787224886173,117.39854436784864,39.57146800441421,168.58391,interplane_distance unreliable at angle 67.4 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_115,0,78.1596125150523,3.005644684317948,4.806354870652683,8.58550149816538,8.042197212617411,116.95385399347903,39.51112556176939,169.08528,interplane_distance unreliable at angle 78.2 deg (>50 deg),0.0,monomer,60-80,3.0-3.6,0-10%
mol_116,0,13.726312561248834,0.3014185258404998,0.0,8.40458022836358,8.399173512154642,122.62665495299004,39.517559567911235,161.97179,,0.0,monomer,0-20,<3.0,0-10%
mol_117,0,23.97557323901196,0.8455520476231915,0.0,8.31984679621566,8.276768236894169,117.80870467247678,39.80316054430668,164.05756,,0.0,monomer,20-40,<3.0,0-10%
mol_118,0,47.28364500437309,6.100734079535757,0.0,9.419410887497158,7.176792121713642,118.22843523018473,39.57871462251553,164.68037,,0.0,monomer,40-60,5.0-7.0,0-10%
mol_119,0,62.227006433359,2.010599851666961,0.0,8.82908053904822,8.597101337164567,118.19612340030496,39.51305237158395,165.6693,interplane_distance unreliable at angle 62.2 deg (>50 deg),0.0,monomer,60-80,<3.0,0-10%
mol_120,0,75.49737002656853,0.4031310528250265,0.0,7.860676436064521,7.850332437976636,119.38881624400054,39.77066628844659,167.57048,"interplane_distance unreliable at angle 75.5 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_121,0,13.007335165015665,0.6202427692390358,0.0,7.805173419117606,7.780490409331967,121.66732838381147,39.380532534135234,168.21632,,0.0,monomer,0-20,<3.0,0-10%
mol_122,0,45.01848627502911,5.098963793261521,32.343158806832875,6.063358851742159,3.280988997239718,122.64824663297368,39.51519595636729,170.01512,,0.0,monomer,40-60,5.0-7.0,25-40%
mol_123,0,72.69984320979124,2.997245315454935,28.450705342771244,7.242845338159584,6.593582418646442,118.61484977380367,39.60891812064131,170.86328,interplane_distance unreliable at angle 72.7 deg (>50 deg),0.0,monomer,60-80,<3.0,25-40%
